model_key,category,question,composed_question,expected_answer,predicted_answer,retrieved_sources,generation_time_s,curso,codigo,error
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la calificación representan las tareas?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué porcentaje de la calificación representan las tareas?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Seguridad y Criptografía, las tareas representan el 50% de la calificación.",MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,1.58,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,short_answer,¿Permite este curso la posibilidad de reconocimiento?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Permite este curso la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso de Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad permite la posibilidad de reconocimiento.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt,1.9,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa el estudio de casos?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final representa el estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Políticas y Gobernanza en Ciberseguridad, el estudio de casos representa el 40% de la nota final.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt,1.55,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,short_answer,¿En qué trimestre se ubica el curso?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿En qué trimestre se ubica el curso?

Da una respuesta breve y directa, en una sola frase.",Primer trimestre,El curso Políticas y Gobernanza en Ciberseguridad se ubica en el primer trimestre.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt,1.57,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota corresponde a la investigación bibliográfica?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso ""Políticas y Gobernanza en Ciberseguridad"", el porcentaje de la nota correspondiente a la investigación bibliográfica es del 20%.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC6104-Diseño de Experimentos.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.55,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,short_answer,¿Cuál es la vigencia de este programa?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuál es la vigencia de este programa?

Da una respuesta breve y directa, en una sola frase.",2023,La vigencia del programa es 2023.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt,1.27,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,short_answer,¿Cuántas horas extraclase por semana se requieren?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuántas horas extraclase por semana se requieren?

Da una respuesta breve y directa, en una sola frase.",14 horas,"En el curso Políticas y Gobernanza en Ciberseguridad, se requieren 14 horas extraclase por semana.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,1.7,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,short_answer,¿En qué área del plan de estudios se ubica este curso?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿En qué área del plan de estudios se ubica este curso?

Da una respuesta breve y directa, en una sola frase.",Área de tópicos electivos profesionalizantes,El curso Seguridad de Software Avanzado se ubica en el área de tópicos electivos profesionalizantes del plan de estudios.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt,1.75,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso de Seguridad de Software Avanzado permite la modalidad de suficiencia.",MC3001-Seguridad de Software Avanzado.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt,1.51,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota valen las tareas programadas?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota valen las tareas programadas?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Seguridad de Software Avanzado, las tareas programadas representan el 50% de la nota.",MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,1.65,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de defensa y ataque es requisito esta materia?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿De qué curso de defensa y ataque es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC3006 Defensa y Ataque de Sistemas,"El curso ""Seguridad de Software Avanzado"" es requisito de ""Defensa y Ataque de Sistemas"".",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt,1.62,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final corresponde al examen final?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final corresponde al examen final?

Da una respuesta breve y directa, en una sola frase.",30%,"El examen final no se menciona explícitamente en el contexto proporcionado para el curso de Seguridad de Software Avanzado. Por lo tanto, no se tiene suficiente información para determinar el porcentaje correspondiente al examen final.

Respuesta: No se tiene suficiente información para determinar el porcentaje correspondiente al examen final.",MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt,2.65,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el valor porcentual del reporte de lecturas?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Cuál es el valor porcentual del reporte de lecturas?

Da una respuesta breve y directa, en una sola frase.",10%,No se menciona el valor porcentual del reporte de lecturas en el curso de Seguridad de Software Avanzado.,MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt,1.64,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,short_answer,¿Es este curso obligatorio o electivo?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Es este curso obligatorio o electivo?

Da una respuesta breve y directa, en una sola frase.",Electivo,El curso de Cibercrimen es electivo.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,1.26,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,short_answer,¿Permite la posibilidad de reconocimiento?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Permite la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Cibercrimen de la Maestría en Ciberseguridad permite la posibilidad de reconocimiento.",MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt,1.68,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa la investigación?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final representa la investigación?

Da una respuesta breve y directa, en una sola frase.",40%,"La investigación en el curso Cibercrimen no se menciona un porcentaje específico en el contexto proporcionado. Se habla de pruebas cortas, comprobaciones de lectura y casos de estudio, pero no hay detalles sobre la investigación bibliográfica o cualquier otro tipo de investigación. Por lo tanto, no se puede determinar el porcentaje que representa la investigación en la nota final del curso.

Respuesta: No se tiene suficiente información para determinar el porcentaje de la investigación en la nota final del curso.",MC2301-Planificación estratégica de tecnología de información.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt,3.46,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde al estudio de casos?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué porcentaje de la evaluación corresponde al estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Cibercrimen de la Maestría en Ciberseguridad, el 40% de la evaluación corresponde al estudio de casos.",MC1103-Gerencia de tecnología de información.txt;MC3010-Cibercrimen.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC3010-Cibercrimen.txt,1.5,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,short_answer,¿Qué software específico se menciona en los contenidos para el análisis de datos?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué software específico se menciona en los contenidos para el análisis de datos?

Da una respuesta breve y directa, en una sola frase.",SPSS,No se menciona ningún software específico en los contenidos para el análisis de datos en el curso de Cibercrimen de la Maestría en Ciberseguridad.,MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt,1.86,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota representan las pruebas cortas o comprobaciones?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota representan las pruebas cortas o comprobaciones?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Cibercrimen, las pruebas cortas o comprobaciones representan el 40% de la nota.",MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC6004-Sistemas Operativos Avanzados.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.46,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,short_answer,¿En qué año se aprobó y actualizó este programa?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué año se aprobó y actualizó este programa?

Da una respuesta breve y directa, en una sola frase.",2025,El programa se aprobó y actualizó en el año 2025.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.27,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final es la investigación en sistema empresarial?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final es la investigación en sistema empresarial?

Da una respuesta breve y directa, en una sola frase.",40%,La investigación en sistema empresarial (grupal) representa el 40% de la nota final en el curso Sistemas Estratégicos Empresariales.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.51,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre del programa se ubica este curso?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica este curso?

Da una respuesta breve y directa, en una sola frase.",I semestre,El curso Sistemas Estratégicos Empresariales se ubica en el primer semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,1.72,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje total suman los dos exámenes parciales?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Sistemas Estratégicos Empresariales, los dos exámenes parciales suman un total de 40% (20% cada uno).",MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt;MC6104-Diseño de Experimentos.txt,1.36,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,short_answer,¿Cuántas horas de clase por semana tiene la materia?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas de clase por semana tiene la materia?

Da una respuesta breve y directa, en una sola frase.",3 horas,El curso Sistemas Estratégicos Empresariales tiene 3 horas de clase por semana.,MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.36,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,short_answer,¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?

Da una respuesta breve y directa, en una sola frase.",Michael Porter,El autor de los artículos sobre las cinco fuerzas competitivas citados es Michael E. Porter.,MC1101-Sistemas Estratégicos Empresariales.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,1.26,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,short_answer,¿Permite este curso la suficiencia?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"No, el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información no permite la suficiencia, ya que no es un requisito de ningún curso y no es un curso de suficiencia.",MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC7201-Introducción a la Investigación.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt,2.15,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre del programa se ubica (indicado como código)?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica (indicado como código)?

Da una respuesta breve y directa, en una sola frase.",P4 semestre,El curso Gerencia de Tecnología de Información se ubica en el 4° semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.79,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde al estudio de casos?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde al estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Gerencia de Tecnología de la Información, el estudio de casos corresponde al 40% de la evaluación.",MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt,1.2,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?

Da una respuesta breve y directa, en una sola frase.",20%,La investigación bibliográfica y exposición representan el 20% de la nota en el curso Gerencia de Tecnología de la Información.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC6104-Diseño de Experimentos.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt,1.27,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,short_answer,¿Cuántas horas extraclase se requieren semanalmente?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas extraclase se requieren semanalmente?

Da una respuesta breve y directa, en una sola frase.",9 horas,"En el curso Gerencia de Tecnología de Información, se requieren 9 horas extraclase semanalmente.",MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.46,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,short_answer,¿Es posible el reconocimiento del curso?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Es posible el reconocimiento del curso?

Da una respuesta breve y directa, en una sola frase.",No,No es posible el reconocimiento del curso.,MC7201-Introducción a la Investigación.txt;MC1103-Gerencia de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt,1.01,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,short_answer,¿Permite este curso la posibilidad de reconocimiento?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso de Administración Financiera de TI permite la posibilidad de reconocimiento.",MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.32,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre se ubica la materia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre se ubica la materia?

Da una respuesta breve y directa, en una sola frase.",2do semestre,El curso se ubica en el 2do semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1201-Administración financiera de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.55,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje total de la nota suman los dos exámenes parciales?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total de la nota suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Administración Financiera de TI, los exámenes parciales suman un total de 40% de la nota.",MC6004-Sistemas Operativos Avanzados.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1003-Seguridad y Criptografía.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,1.28,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, el porcentaje de la evaluación correspondiente a la investigación bibliográfica es del 20%.",MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1103-Gerencia de tecnología de información.txt;MC6104-Diseño de Experimentos.txt,1.67,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota representan las comprobaciones de lectura?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota representan las comprobaciones de lectura?

Da una respuesta breve y directa, en una sola frase.",15%,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, las comprobaciones de lectura representan el 40% de la nota.",MC6004-Sistemas Operativos Avanzados.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6104-Diseño de Experimentos.txt,1.51,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la suficiencia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"No, el curso no permite la suficiencia.",MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,1.07,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de nivel II es requisito esta materia?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿De qué curso de nivel II es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC-6204 Administración y estrategia de proyectos II,"No se proporciona información sobre los requisitos previos para el curso ""Administración y Estrategia de Proyectos I"" en el contexto dado.",MC1103-Gerencia de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1003-Seguridad y Criptografía.txt,1.28,Administración y Estrategia de Proyectos I,MC1203,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el tipo de curso según los datos generales?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuál es el tipo de curso según los datos generales?

Da una respuesta breve y directa, en una sola frase.",Teórico,"Según los datos generales del curso MC1203-Administración y estrategia de proyectos I, el tipo de curso es teórico.",MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1203-Administración y estrategia de proyectos I.txt,1.59,Administración y Estrategia de Proyectos I,MC1203,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre del programa se ubica?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica?

Da una respuesta breve y directa, en una sola frase.",3er semestre,El curso se ubica en el 3er semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt,1.38,Administración y Estrategia de Proyectos I,MC1203,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final corresponde a la escritura de dos ensayos individuales?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final corresponde a la escritura de dos ensayos individuales?

Da una respuesta breve y directa, en una sola frase.",30%,No se proporciona información sobre la distribución de la nota final en el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información.,MC6004-Sistemas Operativos Avanzados.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt,1.56,Administración y Estrategia de Proyectos I,MC1203,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación es la resolución de casos prácticos?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación es la resolución de casos prácticos?

Da una respuesta breve y directa, en una sola frase.",25%,"En el curso Administración y Estrategia de Proyectos I, el porcentaje de evaluación dedicado a la resolución de casos prácticos es del 25%.",MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt,1.38,Administración y Estrategia de Proyectos I,MC1203,
