model_key,category,question,composed_question,expected_answer,predicted_answer,retrieved_sources,generation_time_s,curso,codigo,error
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota final es la investigación en sistema empresarial?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final es la investigación en sistema empresarial?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, la investigación en sistema empresarial (grupal) representa el 40% de la nota final.",MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.55,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,short_answer,¿En qué semestre del programa se ubica este curso?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica este curso?

Da una respuesta breve y directa, en una sola frase.",I semestre,El curso Sistemas Estratégicos Empresariales se ubica en el primer semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,1.3,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,short_answer,¿Qué porcentaje total suman los dos exámenes parciales?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",40%,No tengo suficiente información para responder a la pregunta.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt;MC6104-Diseño de Experimentos.txt,0.44,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,short_answer,¿Cuántas horas de clase por semana tiene la materia?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas de clase por semana tiene la materia?

Da una respuesta breve y directa, en una sola frase.",3 horas,El curso Sistemas Estratégicos Empresariales tiene 3 horas de clase por semana.,MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt,0.9,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,short_answer,¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?

Da una respuesta breve y directa, en una sola frase.",Michael Porter,Michael Porter es el autor de los artículos sobre las cinco fuerzas competitivas citados.,MC1101-Sistemas Estratégicos Empresariales.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,0.8,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,short_answer,¿Permite este curso la suficiencia?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,No tengo suficiente información para responder a la pregunta.,MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC7201-Introducción a la Investigación.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt,0.64,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,short_answer,¿En qué semestre del programa se ubica (indicado como código)?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica (indicado como código)?

Da una respuesta breve y directa, en una sola frase.",P4 semestre,El curso Gerencia de Tecnología de Información se ubica en el p4 semestre del programa de Maestría de Gerencia de Tecnologías de la Información.,MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.34,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde al estudio de casos?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde al estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, el estudio de casos corresponde al 40% de la evaluación.",MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt,1.29,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?

Da una respuesta breve y directa, en una sola frase.",20%,La investigación bibliográfica y exposición representa el 20% de la nota en el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC6104-Diseño de Experimentos.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt,1.32,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,short_answer,¿Cuántas horas extraclase se requieren semanalmente?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas extraclase se requieren semanalmente?

Da una respuesta breve y directa, en una sola frase.",9 horas,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, se requieren 9 horas extraclase por semana.",MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.41,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,short_answer,¿Es posible el reconocimiento del curso?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Es posible el reconocimiento del curso?

Da una respuesta breve y directa, en una sola frase.",No,"No, según el contexto, no es posible el reconocimiento del curso.",MC7201-Introducción a la Investigación.txt;MC1103-Gerencia de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt,0.74,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,short_answer,¿Permite este curso la posibilidad de reconocimiento?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso de Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información permite la posibilidad de reconocimiento.",MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.3,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,short_answer,¿En qué semestre se ubica la materia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre se ubica la materia?

Da una respuesta breve y directa, en una sola frase.",2do semestre,El curso Administración Financiera de TI se ubica en el 2do semestre del Programa de Maestría de Gerencia de Tecnologías de la Información.,MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1201-Administración financiera de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.33,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,short_answer,¿Qué porcentaje total de la nota suman los dos exámenes parciales?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total de la nota suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",50%,No tengo suficiente información para responder a la pregunta.,MC6004-Sistemas Operativos Avanzados.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1003-Seguridad y Criptografía.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,0.49,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,No tengo suficiente información para responder a la pregunta.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1103-Gerencia de tecnología de información.txt;MC6104-Diseño de Experimentos.txt,0.49,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota representan las comprobaciones de lectura?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota representan las comprobaciones de lectura?

Da una respuesta breve y directa, en una sola frase.",15%,No tengo suficiente información para responder a la pregunta.,MC6004-Sistemas Operativos Avanzados.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6104-Diseño de Experimentos.txt,0.44,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,short_answer,¿Permite el curso la suficiencia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"No, el curso de Administración Financiera de TI no permite la suficiencia.",MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,0.84,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,short_answer,¿De qué curso de nivel II es requisito esta materia?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿De qué curso de nivel II es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC-6204 Administración y estrategia de proyectos II,No tengo suficiente información para determinar de qué curso de nivel II es requisito la materia Administración y Estrategia de Proyectos I.,MC1103-Gerencia de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1003-Seguridad y Criptografía.txt,0.99,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,short_answer,¿Cuál es el tipo de curso según los datos generales?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuál es el tipo de curso según los datos generales?

Da una respuesta breve y directa, en una sola frase.",Teórico,El curso Administración y Estrategia de Proyectos I es un curso teórico.,MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1203-Administración y estrategia de proyectos I.txt,0.83,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,short_answer,¿En qué semestre del programa se ubica?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica?

Da una respuesta breve y directa, en una sola frase.",3er semestre,El curso Administración y Estrategia de Proyectos I se ubica en el 3er semestre del Programa de Maestría de Gerencia de Tecnologías de la Información.,MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt,1.32,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota final corresponde a la escritura de dos ensayos individuales?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final corresponde a la escritura de dos ensayos individuales?

Da una respuesta breve y directa, en una sola frase.",30%,No tengo suficiente información para responder a la pregunta.,MC6004-Sistemas Operativos Avanzados.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt,0.49,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la evaluación es la resolución de casos prácticos?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación es la resolución de casos prácticos?

Da una respuesta breve y directa, en una sola frase.",25%,No tengo suficiente información para responder a la pregunta.,MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt,0.48,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota vale la investigación sobre un tema seleccionado?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota vale la investigación sobre un tema seleccionado?

Da una respuesta breve y directa, en una sola frase.",25%,No tengo suficiente información para responder a la pregunta.,MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1003-Seguridad y Criptografía.txt;MC1103-Gerencia de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt,0.49,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,short_answer,¿Con cuántas faltas de asistencia injustificadas se reprueba el curso?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Con cuántas faltas de asistencia injustificadas se reprueba el curso?

Da una respuesta breve y directa, en una sola frase.",4 faltas,No tengo suficiente información para responder a la pregunta.,MC2301-Planificación estratégica de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt,0.59,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota final representa la resolución de casos?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final representa la resolución de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, la resolución de casos representa el 40% de la nota final.",MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt,1.32,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,short_answer,¿Cuántos minutos después de la hora oficial de entrada se consideran para marcar ausencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántos minutos después de la hora oficial de entrada se consideran para marcar ausencia?

Da una respuesta breve y directa, en una sola frase.",30 minutos,No tengo suficiente información para responder a esta pregunta.,MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt,0.67,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, la investigación bibliográfica corresponde al 20% de la evaluación.",MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1003-Seguridad y Criptografía.txt;MC1103-Gerencia de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.34,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,short_answer,¿Permite el curso la suficiencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"No, el curso de Planificación Estratégica de TI no permite la suficiencia.",MC1103-Gerencia de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt,0.84,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,short_answer,"¿Qué porcentaje de la nota representan las pruebas cortas, comprobaciones y ensayos?","En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota representan las pruebas cortas, comprobaciones y ensayos?

Da una respuesta breve y directa, en una sola frase.",40%,"40% de la nota representan las pruebas cortas, comprobaciones y ensayos en el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información.",MC2301-Planificación estratégica de tecnología de información.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1003-Seguridad y Criptografía.txt;MC1103-Gerencia de tecnología de información.txt,1.39,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,short_answer,¿En qué periodo del plan de estudios se ubica?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿En qué periodo del plan de estudios se ubica?

Da una respuesta breve y directa, en una sola frase.",II Periodo,El curso Teoría de Autómatas se ubica en el II Periodo del Plan de Estudios de Maestría en Computación con Énfasis en Ciencias de la Computación.,MC6003-Teoría de Autómatas.txt;MC6104-Diseño de Experimentos.txt;MC7201-Introducción a la Investigación.txt;MC6102-Análisis de Algoritmos.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.45,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,short_answer,¿Quién es el profesor titular del curso?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Erick Mata Montero,No tengo suficiente información para determinar quién es el profesor titular del curso Teoría de Autómatas de la Maestría en Computación.,MC7201-Introducción a la Investigación.txt;MC6003-Teoría de Autómatas.txt;MC6102-Análisis de Algoritmos.txt;MC7201-Introducción a la Investigación.txt;MC6104-Diseño de Experimentos.txt,1.31,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota final representa el examen final?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué porcentaje de la nota final representa el examen final?

Da una respuesta breve y directa, en una sola frase.",30%,No tengo suficiente información para responder a la pregunta.,MC6004-Sistemas Operativos Avanzados.txt;MC1003-Seguridad y Criptografía.txt;MC6104-Diseño de Experimentos.txt;MC6003-Teoría de Autómatas.txt;MC2301-Planificación estratégica de tecnología de información.txt,0.54,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,short_answer,¿Cuál es el porcentaje asignado al examen parcial?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cuál es el porcentaje asignado al examen parcial?

Da una respuesta breve y directa, en una sola frase.",20%,No tengo suficiente información para responder a la pregunta.,MC1003-Seguridad y Criptografía.txt;MC6003-Teoría de Autómatas.txt;MC6004-Sistemas Operativos Avanzados.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt,0.5,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso Teoría de Autómatas permite la modalidad de suficiencia.",MC6003-Teoría de Autómatas.txt;MC6102-Análisis de Algoritmos.txt;MC6102-Análisis de Algoritmos.txt;MC7201-Introducción a la Investigación.txt;MC6104-Diseño de Experimentos.txt,1.04,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,short_answer,¿Quiénes son los autores principales del libro de texto base?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Quiénes son los autores principales del libro de texto base?

Da una respuesta breve y directa, en una sola frase.",Hopcroft et al.,No tengo suficiente información para determinar los autores principales del libro de texto base del curso Teoría de Autómatas de la Maestría en Computación.,MC6104-Diseño de Experimentos.txt;MC7201-Introducción a la Investigación.txt;MC7201-Introducción a la Investigación.txt;MC6102-Análisis de Algoritmos.txt;MC6003-Teoría de Autómatas.txt,1.37,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,short_answer,¿De qué curso de redes es requisito esta materia?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿De qué curso de redes es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC-6006 Redes de Computadores Avanzadas,El curso Sistemas Operativos Avanzados de la Maestría en Computación es requisito del curso Redes de Computadores Avanzadas.,MC6004-Sistemas Operativos Avanzados.txt;MC6102-Análisis de Algoritmos.txt;MC6104-Diseño de Experimentos.txt;MC1103-Gerencia de tecnología de información.txt;MC7201-Introducción a la Investigación.txt,1.24,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,short_answer,¿Cuál es la duración mínima exigida para la presentación oral?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Cuál es la duración mínima exigida para la presentación oral?

Da una respuesta breve y directa, en una sola frase.",16 minutos,La duración mínima exigida para la presentación oral es de 16 minutos.,MC6004-Sistemas Operativos Avanzados.txt;MC6004-Sistemas Operativos Avanzados.txt;MC7201-Introducción a la Investigación.txt;MC6104-Diseño de Experimentos.txt;MC1103-Gerencia de tecnología de información.txt,0.82,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,short_answer,¿En qué formato deben confeccionarse los reportes de proyectos y el paper?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿En qué formato deben confeccionarse los reportes de proyectos y el paper?

Da una respuesta breve y directa, en una sola frase.",IEEE Transactions,Los reportes de proyectos y el paper deben confeccionarse en formato PDF.,MC6004-Sistemas Operativos Avanzados.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,0.79,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,short_answer,¿En qué idioma debe estar escrito el paper de investigación?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿En qué idioma debe estar escrito el paper de investigación?

Da una respuesta breve y directa, en una sola frase.",Inglés,No tengo suficiente información para responder a la pregunta.,MC6003-Teoría de Autómatas.txt;MC7201-Introducción a la Investigación.txt;MC6102-Análisis de Algoritmos.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC7201-Introducción a la Investigación.txt,0.64,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,short_answer,¿Qué porcentaje total de la nota suman los tres proyectos programados?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué porcentaje total de la nota suman los tres proyectos programados?

Da una respuesta breve y directa, en una sola frase.",30%,Los tres proyectos programados suman un 30% de la nota total en el curso de Sistemas Operativos Avanzados.,MC6004-Sistemas Operativos Avanzados.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1003-Seguridad y Criptografía.txt,0.89,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,short_answer,¿Quién es el profesor titular del curso?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Dr. Francisco J. Torres-Rojas,No tengo suficiente información para determinar quién es el profesor titular del curso Sistemas Operativos Avanzados de la Maestría en Computación.,MC7201-Introducción a la Investigación.txt;MC6004-Sistemas Operativos Avanzados.txt;MC6102-Análisis de Algoritmos.txt;MC6104-Diseño de Experimentos.txt;MC6104-Diseño de Experimentos.txt,1.3,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,short_answer,¿En qué periodo del plan de estudios se imparte?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿En qué periodo del plan de estudios se imparte?

Da una respuesta breve y directa, en una sola frase.",I Periodo,El curso Análisis de Algoritmos de la Maestría en Computación se imparte en el I Periodo del Plan de Estudios de Maestría en Computación con Énfasis en Ciencias de la Computación.,MC6102-Análisis de Algoritmos.txt;MC6104-Diseño de Experimentos.txt;MC6102-Análisis de Algoritmos.txt;MC7201-Introducción a la Investigación.txt;MC6003-Teoría de Autómatas.txt,1.74,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,short_answer,¿En qué horario se dictan las clases los martes?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿En qué horario se dictan las clases los martes?

Da una respuesta breve y directa, en una sola frase.",6:00 p. m. a 8:50 p. m.,No tengo suficiente información para responder a la pregunta.,MC6003-Teoría de Autómatas.txt;MC6104-Diseño de Experimentos.txt;MC1103-Gerencia de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC6102-Análisis de Algoritmos.txt,0.72,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,short_answer,¿Quién es el profesor del curso?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Quién es el profesor del curso?

Da una respuesta breve y directa, en una sola frase.",José E. Araya,No tengo suficiente información para determinar quién es el profesor del curso Análisis de Algoritmos de la Maestría en Computación.,MC6102-Análisis de Algoritmos.txt;MC7201-Introducción a la Investigación.txt;MC6102-Análisis de Algoritmos.txt;MC6104-Diseño de Experimentos.txt;MC6004-Sistemas Operativos Avanzados.txt,1.29,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota final representan las tareas e investigaciones?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué porcentaje de la nota final representan las tareas e investigaciones?

Da una respuesta breve y directa, en una sola frase.",50%,No tengo suficiente información para responder a la pregunta.,MC6004-Sistemas Operativos Avanzados.txt;MC6102-Análisis de Algoritmos.txt;MC1003-Seguridad y Criptografía.txt;MC6102-Análisis de Algoritmos.txt;MC6104-Diseño de Experimentos.txt,0.61,Análisis de Algoritmos,MC6102,
