model_key,category,question,composed_question,expected_answer,predicted_answer,retrieved_sources,generation_time_s,curso,codigo,error,context_strategy,predicted_binary_label,expected_binary_label,binary_correct,token_f1,bertscore_f1,meteor
deepseek-r1-14b-f16,short_answer,¿En qué trimestre del plan de estudios se ubica?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿En qué trimestre del plan de estudios se ubica?

Da una respuesta breve y directa, en una sola frase.",Tercer trimestre,El curso Análisis de Datos en Ciberseguridad se ubica en el tercer trimestre del plan de estudios.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt,1.9,Análisis de Datos en Ciberseguridad,MC1001,,rag,,,,0.21052631578947367,0.698757529258728,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota final representan los laboratorios?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final representan los laboratorios?

Da una respuesta breve y directa, en una sola frase.",75%,"En el curso Análisis de Datos en Ciberseguridad, los laboratorios representan el 40% de la nota final.",MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,2.25,Análisis de Datos en Ciberseguridad,MC1001,,rag,,,,0.0,0.6890612840652466,
deepseek-r1-14b-f16,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso Análisis de Datos en Ciberseguridad permite la modalidad de suficiencia.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt,3.13,Análisis de Datos en Ciberseguridad,MC1001,,rag,,,,0.14285714285714288,0.6735835075378418,
deepseek-r1-14b-f16,short_answer,¿Cuál es la vigencia del programa?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuál es la vigencia del programa?

Da una respuesta breve y directa, en una sola frase.",2023,La vigencia del programa del curso Análisis de Datos en Ciberseguridad es 2023.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,1.97,Análisis de Datos en Ciberseguridad,MC1001,,rag,,,,0.14285714285714288,0.6600255966186523,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde a la resolución de casos de estudio?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la evaluación corresponde a la resolución de casos de estudio?

Da una respuesta breve y directa, en una sola frase.",20%,No se menciona el porcentaje de la resolución de casos de estudio en el curso Análisis de Datos en Ciberseguridad.,MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt,1.82,Análisis de Datos en Ciberseguridad,MC1001,,rag,,,,0.0,0.6440157890319824,
deepseek-r1-14b-f16,short_answer,¿En qué trimestre se imparte esta materia?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿En qué trimestre se imparte esta materia?

Da una respuesta breve y directa, en una sola frase.",Cuarto trimestre,El curso Seguridad y Criptografía se imparte en el cuarto trimestre.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt,3.04,Seguridad y Criptografía,MC1003,,rag,,,,0.3076923076923077,0.7245596051216125,
deepseek-r1-14b-f16,short_answer,¿De qué curso de Blockchain es requisito esta materia?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿De qué curso de Blockchain es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC4001 Blockchain y Ledger Distribuidos,El curso Seguridad y Criptografía no es un requisito para ningún curso de Blockchain en el programa.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt,1.87,Seguridad y Criptografía,MC1003,,rag,,,,0.1818181818181818,0.7502011060714722,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota corresponde al examen final?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota corresponde al examen final?

Da una respuesta breve y directa, en una sola frase.",30%,"En el curso Seguridad y Criptografía, el examen final no está mencionado en el contexto proporcionado. Por lo tanto, no tengo suficiente información para responder la pregunta.",MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt,4.51,Seguridad y Criptografía,MC1003,,rag,,,,0.0,0.6341177225112915,
deepseek-r1-14b-f16,short_answer,¿Cuántas horas de clase por semana tiene el curso?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Cuántas horas de clase por semana tiene el curso?

Da una respuesta breve y directa, en una sola frase.",4 horas,El curso Seguridad y Criptografía tiene 4 horas de clase por semana.,MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt,1.63,Seguridad y Criptografía,MC1003,,rag,,,,0.2857142857142857,0.7060093879699707,
deepseek-r1-14b-f16,short_answer,"¿Quiénes son los autores del ""Handbook of applied cryptography"" incluido en la bibliografía?","En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Quiénes son los autores del ""Handbook of applied cryptography"" incluido en la bibliografía?

Da una respuesta breve y directa, en una sola frase.","Menezes, Van Oorschot y Vanstone","El ""Handbook of applied cryptography"" no está incluido en la bibliografía proporcionada para el curso Seguridad y Criptografía.",MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC6104-Diseño de Experimentos.txt;MC1003-Seguridad y Criptografía.txt,2.14,Seguridad y Criptografía,MC1003,,rag,,,,0.08695652173913045,0.6152039170265198,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la calificación representan las tareas?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué porcentaje de la calificación representan las tareas?

Da una respuesta breve y directa, en una sola frase.",50%,Las tareas representan el 50% de la calificación en el curso de Seguridad y Criptografía.,MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,2.0,Seguridad y Criptografía,MC1003,,rag,,,,0.125,0.6651163101196289,
deepseek-r1-14b-f16,short_answer,¿Permite este curso la posibilidad de reconocimiento?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Permite este curso la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad permite la posibilidad de reconocimiento.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt,2.53,Políticas y Gobernanza en Ciberseguridad,MC1006,,rag,,,,0.0,0.6494117975234985,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota final representa el estudio de casos?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final representa el estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, el estudio de casos representa el 40% de la nota final.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt,2.56,Políticas y Gobernanza en Ciberseguridad,MC1006,,rag,,,,0.07999999999999999,0.6267306804656982,
deepseek-r1-14b-f16,short_answer,¿En qué trimestre se ubica el curso?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿En qué trimestre se ubica el curso?

Da una respuesta breve y directa, en una sola frase.",Primer trimestre,El curso Políticas y Gobernanza en Ciberseguridad se ubica en el primer trimestre.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt,1.96,Políticas y Gobernanza en Ciberseguridad,MC1006,,rag,,,,0.2666666666666667,0.6912285089492798,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota corresponde a la investigación bibliográfica?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Políticas y Gobernanza en Ciberseguridad, el 20% de la nota corresponde a la investigación bibliográfica.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC6104-Diseño de Experimentos.txt;MC2301-Planificación estratégica de tecnología de información.txt,2.06,Políticas y Gobernanza en Ciberseguridad,MC1006,,rag,,,,0.10526315789473684,0.6283963322639465,
deepseek-r1-14b-f16,short_answer,¿Cuál es la vigencia de este programa?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuál es la vigencia de este programa?

Da una respuesta breve y directa, en una sola frase.",2023,La vigencia del programa es 2023.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt,1.44,Políticas y Gobernanza en Ciberseguridad,MC1006,,rag,,,,0.2857142857142857,0.7138270139694214,
deepseek-r1-14b-f16,short_answer,¿Cuántas horas extraclase por semana se requieren?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuántas horas extraclase por semana se requieren?

Da una respuesta breve y directa, en una sola frase.",14 horas,"En el curso Políticas y Gobernanza en Ciberseguridad, se requieren 14 horas extraclase por semana.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,2.23,Políticas y Gobernanza en Ciberseguridad,MC1006,,rag,,,,0.23529411764705882,0.6396241188049316,
deepseek-r1-14b-f16,short_answer,¿En qué área del plan de estudios se ubica este curso?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿En qué área del plan de estudios se ubica este curso?

Da una respuesta breve y directa, en una sola frase.",Área de tópicos electivos profesionalizantes,El curso Seguridad de Software Avanzado se ubica en el área de tópicos electivos profesionalizantes del plan de estudios.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt,2.3,Seguridad de Software Avanzado,MC3001,,rag,,,,0.4166666666666667,0.7893151640892029,
deepseek-r1-14b-f16,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Seguridad de Software Avanzado permite la modalidad de suficiencia.",MC3001-Seguridad de Software Avanzado.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt,1.82,Seguridad de Software Avanzado,MC3001,,rag,,,,0.0,0.6639078259468079,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota valen las tareas programadas?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota valen las tareas programadas?

Da una respuesta breve y directa, en una sola frase.",40%,No se menciona el porcentaje de la nota que valen las tareas programadas en el curso Seguridad de Software Avanzado.,MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,3.6,Seguridad de Software Avanzado,MC3001,,rag,,,,0.0,0.6571050882339478,
deepseek-r1-14b-f16,short_answer,¿De qué curso de defensa y ataque es requisito esta materia?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿De qué curso de defensa y ataque es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC3006 Defensa y Ataque de Sistemas,"El curso Seguridad de Software Avanzado no es un requisito para el curso de defensa y ataque, sino que es un requisito para otros cursos como MC3004 Seguridad en la Nube, MC3002 Tecnologías para Mejorar la Privacidad y MC3006 Defensa y Ataque de Sistemas.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt,4.38,Seguridad de Software Avanzado,MC3001,,rag,,,,0.24000000000000002,0.7447183132171631,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota final corresponde al examen final?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final corresponde al examen final?

Da una respuesta breve y directa, en una sola frase.",30%,"El examen final no está mencionado en el contexto proporcionado para el curso Seguridad de Software Avanzado. Por lo tanto, no tengo suficiente información para responder la pregunta.

Respuesta: No tengo suficiente información.",MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt,2.89,Seguridad de Software Avanzado,MC3001,,rag,,,,0.0,0.6167982816696167,
deepseek-r1-14b-f16,short_answer,¿Cuál es el valor porcentual del reporte de lecturas?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Cuál es el valor porcentual del reporte de lecturas?

Da una respuesta breve y directa, en una sola frase.",10%,No se menciona el valor porcentual del reporte de lecturas en el curso Seguridad de Software Avanzado.,MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt,2.05,Seguridad de Software Avanzado,MC3001,,rag,,,,0.0,0.6134669780731201,
deepseek-r1-14b-f16,short_answer,¿Es este curso obligatorio o electivo?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Es este curso obligatorio o electivo?

Da una respuesta breve y directa, en una sola frase.",Electivo,El curso de Cibercrimen es electivo.,MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,1.42,Cibercrimen,MC3010,,rag,,,,0.2857142857142857,0.7038663029670715,
deepseek-r1-14b-f16,short_answer,¿Permite la posibilidad de reconocimiento?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Permite la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Cibercrimen de la Maestría en Ciberseguridad permite la posibilidad de reconocimiento.",MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt,2.16,Cibercrimen,MC3010,,rag,,,,0.0,0.6724416017532349,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota final representa la investigación?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final representa la investigación?

Da una respuesta breve y directa, en una sola frase.",40%,La investigación representa el 20% de la nota final en el curso Cibercrimen.,MC2301-Planificación estratégica de tecnología de información.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt,1.62,Cibercrimen,MC3010,,rag,,,,0.0,0.6699313521385193,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde al estudio de casos?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué porcentaje de la evaluación corresponde al estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Cibercrimen de la Maestría en Ciberseguridad, el 40% de la evaluación corresponde al estudio de casos.",MC1103-Gerencia de tecnología de información.txt;MC3010-Cibercrimen.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC3010-Cibercrimen.txt,2.13,Cibercrimen,MC3010,,rag,,,,0.1,0.6357904672622681,
deepseek-r1-14b-f16,short_answer,¿Qué software específico se menciona en los contenidos para el análisis de datos?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué software específico se menciona en los contenidos para el análisis de datos?

Da una respuesta breve y directa, en una sola frase.",SPSS,No se menciona ningún software específico en los contenidos para el análisis de datos en el curso de Cibercrimen de la Maestría en Ciberseguridad.,MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt,2.51,Cibercrimen,MC3010,,rag,,,,0.0,0.6244794130325317,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota representan las pruebas cortas o comprobaciones?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota representan las pruebas cortas o comprobaciones?

Da una respuesta breve y directa, en una sola frase.",20%,Las pruebas cortas o comprobaciones de lectura representan el 40% de la nota en el curso de Cibercrimen.,MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC6004-Sistemas Operativos Avanzados.txt;MC2301-Planificación estratégica de tecnología de información.txt,2.1,Cibercrimen,MC3010,,rag,,,,0.0,0.6446548700332642,
deepseek-r1-14b-f16,short_answer,¿En qué año se aprobó y actualizó este programa?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué año se aprobó y actualizó este programa?

Da una respuesta breve y directa, en una sola frase.",2025,El programa se aprobó y actualizó en el año 2025.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,1.59,Sistemas Estratégicos Empresariales,MC1101,,rag,,,,0.18181818181818182,0.6765143275260925,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota final es la investigación en sistema empresarial?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final es la investigación en sistema empresarial?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Sistemas Estratégicos Empresariales, la investigación en sistema empresarial (grupal) representa el 40% de la nota final.",MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt,2.16,Sistemas Estratégicos Empresariales,MC1101,,rag,,,,0.1,0.644291877746582,
deepseek-r1-14b-f16,short_answer,¿En qué semestre del programa se ubica este curso?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica este curso?

Da una respuesta breve y directa, en una sola frase.",I semestre,El curso Sistemas Estratégicos Empresariales se ubica en el primer semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt,2.4,Sistemas Estratégicos Empresariales,MC1101,,rag,,,,0.08333333333333334,0.6157891154289246,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje total suman los dos exámenes parciales?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Sistemas Estratégicos Empresariales, los dos exámenes parciales suman un total de 40%.",MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt;MC6104-Diseño de Experimentos.txt,3.27,Sistemas Estratégicos Empresariales,MC1101,,rag,,,,0.125,0.6611638069152832,
deepseek-r1-14b-f16,short_answer,¿Cuántas horas de clase por semana tiene la materia?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas de clase por semana tiene la materia?

Da una respuesta breve y directa, en una sola frase.",3 horas,El curso Sistemas Estratégicos Empresariales tiene 3 horas de clase por semana.,MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt,2.74,Sistemas Estratégicos Empresariales,MC1101,,rag,,,,0.2857142857142857,0.688717782497406,
deepseek-r1-14b-f16,short_answer,¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?

Da una respuesta breve y directa, en una sola frase.",Michael Porter,Michael E. Porter es el autor de los artículos sobre las cinco fuerzas competitivas citados.,MC1101-Sistemas Estratégicos Empresariales.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,3.94,Sistemas Estratégicos Empresariales,MC1101,,rag,,,,0.23529411764705882,0.7400564551353455,
deepseek-r1-14b-f16,short_answer,¿Permite este curso la suficiencia?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"No, el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información no permite la suficiencia, ya que no es un requisito de ningún curso y no figura como suficiente en el plan de estudios proporcionado.",MC2301-Planificación estratégica de tecnología de información.txt;MC1103-Gerencia de tecnología de información.txt;MC7201-Introducción a la Investigación.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt,6.19,Gerencia de Tecnología de Información,MC1103,,rag,,,,0.046511627906976744,0.6312207579612732,
deepseek-r1-14b-f16,short_answer,¿En qué semestre del programa se ubica (indicado como código)?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica (indicado como código)?

Da una respuesta breve y directa, en una sola frase.",P4 semestre,El curso Gerencia de Tecnología de Información se ubica en el 4to semestre del programa de Maestría de Gerencia de Tecnologías de la Información.,MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1203-Administración y estrategia de proyectos I.txt;MC2301-Planificación estratégica de tecnología de información.txt,2.47,Gerencia de Tecnología de Información,MC1103,,rag,,,,0.07692307692307693,0.6122247576713562,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde al estudio de casos?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde al estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Gerencia de Tecnología de Información, el estudio de casos corresponde al 40% de la evaluación.",MC1103-Gerencia de tecnología de información.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC1003-Seguridad y Criptografía.txt;MC6004-Sistemas Operativos Avanzados.txt,1.66,Gerencia de Tecnología de Información,MC1103,,rag,,,,0.10526315789473684,0.6503134965896606,
deepseek-r1-14b-f16,short_answer,¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, la investigación bibliográfica y exposición representan el 20% de la nota.",MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt;MC6104-Diseño de Experimentos.txt;MC6004-Sistemas Operativos Avanzados.txt;MC1103-Gerencia de tecnología de información.txt,2.52,Gerencia de Tecnología de Información,MC1103,,rag,,,,0.06666666666666667,0.6081135869026184,
deepseek-r1-14b-f16,short_answer,¿Cuántas horas extraclase se requieren semanalmente?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas extraclase se requieren semanalmente?

Da una respuesta breve y directa, en una sola frase.",9 horas,"En el curso Gerencia de Tecnología de Información, se requieren 9 horas extraclase semanalmente.",MC1103-Gerencia de tecnología de información.txt;MC1201-Administración financiera de tecnología de información.txt;MC1203-Administración y estrategia de proyectos I.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC2301-Planificación estratégica de tecnología de información.txt,1.89,Gerencia de Tecnología de Información,MC1103,,rag,,,,0.25,0.6854475736618042,
