model_key,category,question,composed_question,expected_answer,predicted_answer,generation_time_s,curso,codigo,error
deepseek-r1-14b-4bit,short_answer,"¿Qué porcentaje de la nota representan las pruebas cortas, comprobaciones y ensayos?","En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota representan las pruebas cortas, comprobaciones y ensayos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Planificación Estratégica de TI, las pruebas cortas, comprobaciones y ensayos representan el 40% de la nota.",10.74,Planificación Estratégica de TI,MC2301,
deepseek-r1-14b-4bit,short_answer,¿En qué periodo del plan de estudios se ubica?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿En qué periodo del plan de estudios se ubica?

Da una respuesta breve y directa, en una sola frase.",II Periodo,El curso Teoría de Autómatas se ubica en el II Periodo del Plan de Estudios de la Maestría en Computación con énfasis en Ciencias de la Computación.,11.1,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor titular del curso?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Erick Mata Montero,El profesor titular del curso Teoría de Autómatas en la Maestría en Computación es Erick Mata Montero.,10.4,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa el examen final?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué porcentaje de la nota final representa el examen final?

Da una respuesta breve y directa, en una sola frase.",30%,El examen final representa el 30% de la nota final en el curso Teoría de Autómatas.,10.22,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el porcentaje asignado al examen parcial?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cuál es el porcentaje asignado al examen parcial?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Teoría de Autómatas de la Maestría en Computación, el porcentaje asignado al examen parcial es 20%.",10.58,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso Teoría de Autómatas de la Maestría en Computación permite la modalidad de suficiencia.",10.35,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,short_answer,¿Quiénes son los autores principales del libro de texto base?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Quiénes son los autores principales del libro de texto base?

Da una respuesta breve y directa, en una sola frase.",Hopcroft et al.,"Los autores principales del libro de texto base del curso Teoría de Autómatas son John E. Hopcroft, Rajeev Motwani y Jeffrey D. Ullman.",10.9,Teoría de Autómatas,MC6003,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de redes es requisito esta materia?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿De qué curso de redes es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC-6006 Redes de Computadores Avanzadas,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, el requisito es el curso de Redes de Computadores Avanzadas (MC-6004).",11.09,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,short_answer,¿Cuál es la duración mínima exigida para la presentación oral?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Cuál es la duración mínima exigida para la presentación oral?

Da una respuesta breve y directa, en una sola frase.",16 minutos,La duración mínima exigida para la presentación oral en el curso Sistemas Operativos Avanzados es de 16 minutos.,10.43,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,short_answer,¿En qué formato deben confeccionarse los reportes de proyectos y el paper?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿En qué formato deben confeccionarse los reportes de proyectos y el paper?

Da una respuesta breve y directa, en una sola frase.",IEEE Transactions,Los reportes de proyectos y el paper deben confeccionarse en formato IEEE Transactions utilizando LaTeX.,9.96,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,short_answer,¿En qué idioma debe estar escrito el paper de investigación?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿En qué idioma debe estar escrito el paper de investigación?

Da una respuesta breve y directa, en una sola frase.",Inglés,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, el paper de investigación debe estar escrito en inglés.",10.44,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje total de la nota suman los tres proyectos programados?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué porcentaje total de la nota suman los tres proyectos programados?

Da una respuesta breve y directa, en una sola frase.",30%,"En el curso Sistemas Operativos Avanzados, los tres proyectos programados suman un 30% de la nota total.",11.75,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor titular del curso?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Dr. Francisco J. Torres-Rojas,El profesor titular del curso Sistemas Operativos Avanzados es Dr. Francisco J. Torres-Rojas.,10.39,Sistemas Operativos Avanzados,MC6004,
deepseek-r1-14b-4bit,short_answer,¿En qué periodo del plan de estudios se imparte?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿En qué periodo del plan de estudios se imparte?

Da una respuesta breve y directa, en una sola frase.",I Periodo,"En el curso Análisis de Algoritmos de la Maestría en Computación, se imparte en el I Periodo del Plan de Estudios.",10.81,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,short_answer,¿En qué horario se dictan las clases los martes?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿En qué horario se dictan las clases los martes?

Da una respuesta breve y directa, en una sola frase.",6:00 p. m. a 8:50 p. m.,"En el curso Análisis de Algoritmos de la Maestría en Computación, las clases se dictan los martes a las 6:00 pm - 8:50 pm.",11.18,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor del curso?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Quién es el profesor del curso?

Da una respuesta breve y directa, en una sola frase.",José E. Araya,"El profesor del curso Análisis de Algoritmos de la Maestría en Computación es José E. Araya, Ph.D.",10.6,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representan las tareas e investigaciones?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué porcentaje de la nota final representan las tareas e investigaciones?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Análisis de Algoritmos de la Maestría en Computación, las tareas e investigaciones representan el 50% de la nota final.",10.86,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde a los exámenes parciales?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué porcentaje de la evaluación corresponde a los exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Análisis de Algoritmos de la Maestría en Computación, los exámenes parciales representan el 50% de la evaluación.",10.89,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el libro de texto de carácter obligatorio?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Cuál es el libro de texto de carácter obligatorio?

Da una respuesta breve y directa, en una sola frase.",Fundamentos de Algoritmia de Brassard y Bratley,"El libro de texto obligatorio para el curso Análisis de Algoritmos es ""Introduction to Algorithms"" de Cormen, Leiserson, Rivest y Stein.",10.67,Análisis de Algoritmos,MC6102,
deepseek-r1-14b-4bit,short_answer,¿Es este curso obligatorio o electivo?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Es este curso obligatorio o electivo?

Da una respuesta breve y directa, en una sola frase.",Electivo,"Sí, el curso Diseño de Experimentos es obligatorio en la Maestría en Computación.",10.11,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de Seminario de Investigación es requisito?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿De qué curso de Seminario de Investigación es requisito?

Da una respuesta breve y directa, en una sola frase.",MC-7203 – Seminario de Investigación - Tesis II,"En el curso Diseño de Experimentos de la Maestría en Computación, el requisito es el curso de Seminario de Investigación II (MC-7203).",10.92,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representan los proyectos?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Qué porcentaje de la nota final representan los proyectos?

Da una respuesta breve y directa, en una sola frase.",35%,"En el curso Diseño de Experimentos de la Maestría en Computación, los proyectos representan el 35% de la nota final.",10.44,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,short_answer,¿En qué idioma deben escribirse los reportes de los proyectos?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿En qué idioma deben escribirse los reportes de los proyectos?

Da una respuesta breve y directa, en una sola frase.",Inglés,"En el curso Diseño de Experimentos de la Maestría en Computación, los reportes de los proyectos deben escribirse en inglés.",10.51,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la suficiencia?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Diseño de Experimentos de la Maestría en Computación permite la suficiencia.",10.22,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota corresponde al segundo examen parcial?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Qué porcentaje de la nota corresponde al segundo examen parcial?

Da una respuesta breve y directa, en una sola frase.",25%,"En el curso Diseño de Experimentos de la Maestría en Computación, el segundo examen parcial corresponde al 25% de la nota.

Respuesta: El segundo examen parcial en el curso Diseño de Experimentos contribuye con un 25% a la calificación total.",11.9,Diseño de Experimentos,MC6104,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el correquisito obligatorio de este curso?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Cuál es el correquisito obligatorio de este curso?

Da una respuesta breve y directa, en una sola frase.",MC-7205 Tema Selecto de Investigación,"El curso ""Introducción a la Investigación"" de la Maestría en Computación no tiene correquisitos obligatorios.",10.25,Introducción a la Investigación,MC7201,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa la presentación?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Qué porcentaje de la nota final representa la presentación?

Da una respuesta breve y directa, en una sola frase.",25%,La presentación en el curso Introducción a la Investigación de la Maestría en Computación representa el 25% de la nota final.,10.5,Introducción a la Investigación,MC7201,
deepseek-r1-14b-4bit,short_answer,¿Qué herramienta es obligatoria para preparar las presentaciones?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Qué herramienta es obligatoria para preparar las presentaciones?

Da una respuesta breve y directa, en una sola frase.",Beamer,"En el curso Introducción a la Investigación de la Maestría en Computación, la herramienta obligatoria para preparar las presentaciones es **Beamer**.",10.66,Introducción a la Investigación,MC7201,
deepseek-r1-14b-4bit,short_answer,¿En qué idioma debe escribirse el paper de investigación?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿En qué idioma debe escribirse el paper de investigación?

Da una respuesta breve y directa, en una sola frase.",Inglés,"En el curso Introducción a la Investigación de la Maestría en Computación, el paper de investigación debe escribirse en inglés.",10.36,Introducción a la Investigación,MC7201,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor titular del curso?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Dr. Francisco J. Torres-Rojas,El profesor titular del curso Introducción a la Investigación de la Maestría en Computación es Dr. Francisco J. Torres-Rojas.,10.52,Introducción a la Investigación,MC7201,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la posibilidad de reconocimiento?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Permite el curso la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso Introducción a la Investigación de la Maestría en Computación permite la posibilidad de reconocimiento.",10.32,Introducción a la Investigación,MC7201,
deepseek-r1-14b-4bit,open_ended,¿Cuál es el propósito principal de integrar inteligencia artificial en un Centro de Operaciones en Seguridad (SOC)?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuál es el propósito principal de integrar inteligencia artificial en un Centro de Operaciones en Seguridad (SOC)?

Da una respuesta completa y explicativa.",Facilitar la distinción de vectores de ataque y permitir una toma de decisiones más precisa en la respuesta a incidentes.,"El propósito principal de integrar inteligencia artificial en un Centro de Operaciones en Seguridad (SOC) es mejorar la eficiencia y efectividad en la detección, análisis y respuesta a incidentes de seguridad cibernética. La inteligencia artificial (IA) permite procesar grandes volúmenes de datos en tiempo real, identificar patrones y comportamientos anómalos, y automatizar tareas repetitivas, lo que permite una rápida identificación de amenazas y una respuesta más precisa. Además, la IA puede ayudar en la profilaxis de usuarios y software, y en la minería de datos en tiempo real, lo que contribuye a la detección de amenazas y la optimización de los controles de seguridad.",15.97,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Qué temas matemáticos específicos debe dominar el estudiante para tener un buen desempeño?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué temas matemáticos específicos debe dominar el estudiante para tener un buen desempeño?

Da una respuesta completa y explicativa.","Conceptos de estadística y cálculo diferencial integral, como distribuciones de probabilidad, regresiones y optimización.","Para tener un buen desempeño en el curso ""Análisis de Datos en Ciberseguridad"" de la Maestría en Ciberseguridad, el estudiante debe dominar una serie de conceptos matemáticos específicos. Estos temas incluyen:

1. **Optimización (de funciones)**: Comprende la minimización o maximización de funciones, esencial para la toma de decisiones en el análisis de datos.

2. **Distribuciones y pruebas de hipótesis**: Incluye el conocimiento de distribuciones probablisticas como la normal, binomial, y chi-cuadrado, así como tests estadísticos para comparar grupos y evaluar diferencias.

3. **Regresión lineal simple y regresión logarítmica**: Son técnicas clave para modelar relaciones entre variables y predecir valores basados en datos.

4. **Árboles de decisión y regresión**: Utilizados para clasificación y predicción, son fundamentales en el aprendizaje automático y el análisis de datos.

5. **Clustering**: Un método de minería de datos para发现 grupos o segmentos en datos no etiquetados.

6. **Validación cruzada**: Una técnica esencial para evaluar el rendimiento de los modelos y evitar el sobreajuste.

Además, el estudiante debe familiarizarse con herramientas",22.12,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Cómo contribuye este curso a la perfilación del comportamiento humano y de software?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cómo contribuye este curso a la perfilación del comportamiento humano y de software?

Da una respuesta completa y explicativa.","Provee técnicas de detección de anomalías, minería de datos en tiempo real y procesamiento distribuido para analizar grandes volúmenes de datos.","El curso ""Análisis de Datos en Ciberseguridad"" de la Maestría en Ciberseguridad contribuye a la perfilación del comportamiento humano y de software de manera significativa a través de varias técnicas y herramientas avanzadas. A continuación, se detalla cómo este curso logra dicha contribución:

1. **Técnicas de Análisis de Datos**:
   - **Detección de Anomalías**: El curso enseña algoritmos y métodos para detectar comportamientos anómalos en grandes volúmenes de datos. Esto incluye el uso de algoritmos de aprendizaje automático, como árboles de decisión y regresión, para identificar patrones que no cumplen con lo esperado.
   - **Minería de Datos en Tiempo Real (Stream Mining)**: Se utiliza para analizar flujos continuos de datos en tiempo real, permitiendo la detección inmediata de comportamientos sospechosos, como intrusiones o fraudes.

2. **Procesamiento de Datos Distribuidos**:
   - **Map-Reduce y HADOOP**: Estas tecnologías permiten el procesamiento eficiente de datos distribuidos, esenciales para analizar comportamientos en sistemas complejos y escalables.
   - **Spark**: Permite el análisis de datos en tiempo real y batch, facilitando la",22.15,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Qué capacidades desarrolla el estudiante respecto al diagnóstico de software?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué capacidades desarrolla el estudiante respecto al diagnóstico de software?

Da una respuesta completa y explicativa.",La capacidad de desarrollar soluciones para el descubrimiento de conocimiento y análisis de amenazas mediante herramientas de análisis de datos.,"En el curso ""Análisis de Datos en Ciberseguridad"" de la Maestría en Ciberseguridad, el estudiante desarrolla las siguientes capacidades relacionadas con el diagnóstico de software:

1. **Aplicación de Algoritmos de Aprendizaje Automático**: El estudiante aprende a utilizar algoritmos de aprendizaje automático para analizar y diagnosticar amenazas en diferentes fuentes de datos, como código fuente, bitácoras de ejecución y sitios web.

2. **Análisis de Anomalías**: Se capacita para detectar y analizar anomalías en bitácoras de sistemas, lo que incluye el uso de técnicas como el perfilamiento estadístico y el fingerprinting.

3. **Procesamiento de Datos Distribuidos**: El estudiante adquiere habilidades para manejar y procesar grandes volúmenes de datos distribuidos utilizando herramientas como Map-Reduce, HADOOP y Spark.

4. **Ingeniería Inversa Automatizada**: Aprende a utilizar técnicas de ingeniería inversa para analizar y diagnosticar software, incluyendo el uso de protocolos de formato de inversión y análisis de N-gramas.

5. **Función de Conocimiento**: Se capacita para construir perfiles de comportamiento de personas y software, respetando la privacidad, mediante",22.12,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿En qué consiste la metodología de evaluación práctica del curso?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿En qué consiste la metodología de evaluación práctica del curso?

Da una respuesta completa y explicativa.",Se basa principalmente en laboratorios (75% de la nota) y la resolución de casos de estudio (20%).,"La metodología de evaluación práctica del curso ""Análisis de Datos en Ciberseguridad"" de la Maestría en Ciberseguridad se compone de los siguientes componentes:

1. **Laboratorios (75%)**:
   - Los estudiantes desarrollan actividades prácticas utilizando herramientas de análisis de datos y técnicas como minería de datos en tiempo real, procesamiento distribuido y aprendizaje automático. Esto permite aplicar los conceptos teóricos en entornos reales, fortaleciendo sus habilidades prácticas en ciberseguridad.

2. **Resolución de Casos de Estudio (20%)**:
   - Se enfocan en la detección de anomalías, análisis de amenazas y diagnóstico de software. Los estudiantes deben resolver casos complejos que simulan situaciones reales de ciberseguridad, lo que les permite adquirir experiencia en la aplicación de soluciones prácticas.

3. **Reporte de Lecturas (5%)**:
   - Los estudiantes escriben reportes basados en la lectura de artículos y papers relevantes al curso. Esto fomenta el pensamiento crítico y la capacidad de sintetizar información técnica, además de promover el diálogo entre teoría y práctica.

La combinación de estos componentes asegura una evaluación integral que no solo mide el conocimiento te",22.12,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Qué técnicas de minería de datos se aplican específicamente para el procesamiento en tiempo real?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué técnicas de minería de datos se aplican específicamente para el procesamiento en tiempo real?

Da una respuesta completa y explicativa.","Se estudian los filtros de Bloom, hashes localmente sensibles y árboles de Hoeffding.","En el curso ""Análisis de Datos en Ciberseguridad"" de la Maestría en Ciberseguridad, se aplican varias técnicas de minería de datos para el procesamiento en tiempo real. Estas técnicas incluyen:

1. **Minería de Patrones Frecuentes**: Se utiliza para identificar patrones recurrentes en los datos, lo que puede ayudar a detectar comportamientos anómalos o amenazas.

2. **Perfilación Estadística**: Se basa en el análisis estadístico de los datos para crear perfiles de comportamiento, lo que permite identificar usuarios o sistemas que se alejen de la conducta típica.

3. **Fingerprinting**: Consiste en la identificación de huellas dactilares de amenazas o usuarios basadas en datos, permitiendo una rápida detección de posibles intrusiones.

4. **Métodos de Ensamblaje (Ensemble Methods)**: Se combinan múltiples algoritmos o modelos para mejorar la precisión y robustez de la detección de anomalías.

5. **Stream Mining**: Incluye técnicas específicas para el procesamiento de datos en tiempo real, como:
   - **Árboles de Hoeffding**: Son estructuras de datos que permiten una rápida actualización y adaptación a los nuevos flujos de datos.
   - **Filtros",22.15,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Qué rol desempeña la criptografía en la infraestructura de Internet actual?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué rol desempeña la criptografía en la infraestructura de Internet actual?

Da una respuesta completa y explicativa.","Actúa como el medio para asegurar la confidencialidad, autenticidad e integridad de las comunicaciones y los datos almacenados.","La criptografía desempeña un papel fundamental en la infraestructura de Internet actual, garantizando la confidencialidad, integridad y autenticidad de las comunicaciones y datos en línea. A continuación, se detalla su rol:

1. **Confidencialidad**: La criptografía utiliza algoritmos de cifrado para convertir información legible en un formato ininteligible para terceros no autorizados. Esto asegura que los datos, como mensajes, transacciones financieras o información personal, no puedan ser interceptados y leídos por personas no autorizadas.

2. **Integridad**: A través de mecanismos como los hashes y firmas digitales, la criptografía verifica que los datos no han sido alterados durante su transmisión. Esto es esencial para detectar cualquier manipulación o corrupción de los datos.

3. **Autenticidad**: Los sistemas de autenticación, como los protocolos de autenticación basados en contraseñas, huellas dactilares o tokens, utilizan la criptografía para verificar la identidad de los usuarios y dispositivos, asegurando que solo las personas autorizadas puedan acceder a recursos o servicios.

4. **Seguridad de Protocolos**: Los protocolos de comunicación, como SSL/TLS, dependen de la criptografía para proteger las conexiones en línea, ev",22.18,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Qué aspectos avanzados de la matemática se exploran para entender los cifrados modernos?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué aspectos avanzados de la matemática se exploran para entender los cifrados modernos?

Da una respuesta completa y explicativa.","El estudio de curvas elípticas, ataques diferenciales y lineales, y el protocolo Diffie-Hellman.","En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, se exploran aspectos avanzados de la matemática que son fundamentales para entender los cifrados modernos. Estos aspectos incluyen:

1. **Cifrado César y Cifrado de Vigenère**: Se estudian los fundamentos de los sistemas de encriptación clásicos, comprendiendo cómo se basan en las operaciones matemáticas para transformar los mensajes.

2. **Cifrado de Bloque (Block Ciphers)**: Se analizan los algoritmos como AES, donde se trabaja con matrices y transformaciones lineales en espacios vectoriales.

3. **Cifrado de Flujo (Stream Ciphers)**: Se estudian los métodos de encriptación en tiempo real, que requieren comprensión de secuencias aleatorias y funciones de hash.

4. **Curvas Elípticas**: Son esenciales para los sistemas de encriptación asimétrica, como RSA y ECC (Elliptic Curve Cryptography), donde se usan operaciones en campos finitos y teoría de números.

5. **Funciones de Hash**: Se exploran las propiedades matemáticas de las funciones hash, como la resistencia a colisiones y su aplicación en la generación de firmas digitales.

6. **Protocol",22.15,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Qué diferencias conceptuales se analizan entre las primitivas de criptografía simétrica y asimétrica?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué diferencias conceptuales se analizan entre las primitivas de criptografía simétrica y asimétrica?

Da una respuesta completa y explicativa.","Se estudia el rol de las funciones hash, las firmas digitales y la infraestructura de llave pública y privada (PKI).","En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, se analizan las siguientes diferencias conceptuales entre las primitivas de criptografía simétrica y asimétrica:

1. **Definición y Uso**:
   - **Criptografía Simétrica**: Utiliza un solo clave para cifrar y decifrar los datos. Es más rápida y eficiente, ideal para grandes volúmenes de datos.
   - **Criptografía Asimétrica**: Utiliza dos claves relacionadas (pública y privada) para operaciones de cifrado y firma digital. Es más segura但由于复杂度较高。

2. **Claves**:
   - **Simétrica**: Una clave compartida entre el emisor y el receptor.
   - **Asimétrica**: Dos claves, pública (para cifrar) y privada (para decifrar).

3. **Aplicaciones**:
   - **Simétrica**: Ideal para transferencia de datos masivos y autenticación de dispositivos.
   - **Asimétrica**: Utilizada para autenticación de usuarios, firma digital y encriptación de clave de sesión.

4. **Seguridad**:
   - **Simétrica**: Vulnerable si la clave es interceptada.
   - **Asimétrica**: Ofrece mayor seguridad ya que la clave privada",22.27,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Sobre qué tendencias futuras en el campo de la seguridad se discute en clase?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Sobre qué tendencias futuras en el campo de la seguridad se discute en clase?

Da una respuesta completa y explicativa.",Sobre los avances y desafíos que presenta la criptografía cuántica.,"En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, se discute una serie de tendencias futuras en el campo de la seguridad. Estas incluyen:

1. **Criptografía Cuántica**: Se aborda la evolución hacia algoritmos resistentes a computadoras cuánticas, como los basados en curvas elípticas y las funciones de hash de seguridad cuántica.

2. **Avances en Protocolos de Autenticación**: Se analizan los últimos desarrollos en la implementación de protocolos seguros, como el Diffie-Hellman y las firmas digitales.

3. **Sistemas de Gestión de Claves (KMS)**: Se discute la integración de sistemas avanzados para la gestión segura de claves en entornos complejos.

4. **Privacidad y Protección de Datos**: Se consideran las innovaciones en la protección de datos personales, incluyendo la implementación de políticas y estándares internacionales.

5. **Ataques Avanzados y Defensas**: Se estudian las técnicas de ataque avanzadas, como los ataques de fuerza bruta y las vulnerabilidades en los sistemas, junto con las defensas correspondientes.

6. **Gestión de Riesgos y Análisis de Amenazas**: Se enfat",22.09,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Qué elementos históricos sirven de base para comprender la evolución del cifrado?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué elementos históricos sirven de base para comprender la evolución del cifrado?

Da una respuesta completa y explicativa.","El estudio del Cifrado César, la máquina Enigma y el cifrado por permutación, entre otros.","En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, los elementos históricos que sirven de base para comprender la evolución del cifrado son:

1. **Introducción al Cifrado César**: Este método antiguo utiliza un alfabeto desplazado por una clave fija, sentando las bases iniciales de la criptografía.

2. **Cifrado por Sustitución**: Un método más avanzado que reemplaza cada letra del alfabeto con otra, permitiendo mayor seguridad que el Cifrado César.

3. **Cifrado de Vigenère**: Introduce la noción de claves variables, lo que representa un avance significativo en la seguridad de los mensajes encriptados.

4. **Cifrado por Permutación**: Involucra cambios en la ordenación de las letras, añadiendo complejidad al proceso de encriptación.

5. **La Máquina Enigma**: Un hito histórico en la criptografía, utilizada durante la Segunda Guerra Mundial, cuya comprensión es esencial para entender los avances y desafíos en la seguridad de la información.

Estos elementos históricos forman la base teórica necesaria para comprender los fundamentos y la evolución de las técnicas de cifrado, proporcionando una",22.17,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Cómo se estructura el sistema de evaluación del aprendizaje en esta materia?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Cómo se estructura el sistema de evaluación del aprendizaje en esta materia?

Da una respuesta completa y explicativa.","Se compone de tareas para asimilación de materia (50%), laboratorios prácticos (20%) y un examen final (30%).","En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, el sistema de evaluación del aprendizaje se estructura de la siguiente manera:

1. **Tareas**: Los estudiantes deben realizar tareas que les permitan aplicar los conceptos teóricos aprendidos en clase. Esto contribuye al 50% de la calificación final.

2. **Laboratorios**: Se realizan prácticas para adquirir habilidades prácticas en el manejo de herramientas y técnicas criptográficas. Los laboratorios representan el 20% de la calificación.

3. **Examen Final**: Un examen que evalúa la comprensión global del material cubierto durante el curso. Este componente contribuye al 30% restante de la calificación.

La suma de estos componentes da una calificación final que refleja el desempeño del estudiante en la comprensión teórica y la aplicación práctica de los conceptos de seguridad y criptografía.",18.88,Seguridad y Criptografía,MC1003,
